business_product_instance_id,customer_id,product_id,activation_date,termination_date,Status,distribution_channel
226,96,13,2021-12-14,,Active,online
227,96,10,2021-12-18,,Active,online
228,97,3,2020-07-20,,Active,physical_shop
229,97,2,2020-08-16,,Active,online
230,98,5,2015-04-16,2021-12-15,Inactive,physical_shop
231,98,10,2015-09-02,2021-12-15,Inactive,physical_shop
232,98,8,2021-12-15,,Active,online
233,98,9,2021-12-23,,Active,physical_shop
234,99,1,2021-09-17,,Active,online
235,100,12,2014-09-28,2020-02-17,Inactive,online
236,100,3,2020-02-17,,Active,online
237,101,5,2012-05-21,,Active,online
238,101,10,2016-03-09,,Active,physical_shop
239,102,5,2018-04-05,2021-07-16,Inactive,physical_shop
240,102,12,2021-07-16,,Active,online
241,102,7,2022-01-28,,Active,online
242,103,5,2016-06-26,2021-06-28,Inactive,physical_shop
243,103,4,2021-06-28,,Active,online
244,104,5,2010-01-11,,Active,online
245,104,7,2019-02-25,,Active,other
246,105,5,2011-08-24,2020-06-18,Inactive,physical_shop
247,105,7,2016-12-14,2020-06-18,Inactive,physical_shop
248,105,6,2020-06-18,,Active,online
249,106,12,2014-11-25,2020-11-26,Inactive,physical_shop
250,106,10,2017-04-30,2020-11-26,Inactive,physical_shop
251,106,3,2020-11-26,,Active,online
252,106,7,2021-07-02,,Active,physical_shop
253,107,12,2014-09-13,2020-11-11,Inactive,physical_shop
254,107,6,2020-11-11,,Active,online
255,108,12,2016-05-23,,Active,physical_shop
256,108,10,2019-04-09,,Active,physical_shop
257,109,5,2021-02-18,,Active,online
258,110,5,2015-05-11,2021-02-07,Inactive,physical_shop
259,110,6,2021-02-07,,Active,physical_shop
260,110,10,2021-10-10,,Active,physical_shop
261,111,12,2016-10-27,2021-02-24,Inactive,physical_shop
262,111,7,2018-07-16,2021-02-24,Inactive,physical_shop
263,111,8,2021-02-24,,Active,online
264,111,10,2021-02-24,,Active,other
265,112,12,2020-12-02,,Active,online
266,113,4,2016-09-06,2020-10-08,Inactive,online
267,113,8,2020-10-08,,Active,physical_shop
268,114,12,2012-07-24,,Active,physical_shop
269,115,5,2013-07-01,2020-02-27,Inactive,physical_shop
270,115,3,2020-02-27,,Active,online
271,115,9,2021-05-20,,Active,physical_shop
272,116,5,2015-01-26,2022-02-28,Inactive,physical_shop
273,116,7,2016-05-03,2022-02-28,Inactive,physical_shop
274,116,3,2022-02-28,,Active,online
275,117,12,2015-07-22,,Active,online
276,118,5,2014-04-01,,Active,physical_shop
277,119,12,2018-02-22,2020-11-14,Inactive,physical_shop
278,119,6,2020-11-14,,Active,online
279,119,10,2021-09-09,,Active,physical_shop
280,120,5,2019-08-01,2021-07-05,Inactive,physical_shop
281,120,7,2019-12-25,2021-07-05,Inactive,physical_shop
282,120,8,2021-07-05,,Active,physical_shop
283,121,5,2017-08-17,2021-12-14,Inactive,physical_shop
284,121,7,2017-09-03,2021-12-14,Inactive,physical_shop
285,121,8,2021-12-14,,Active,online
286,122,12,2014-12-27,2020-02-16,Inactive,physical_shop
287,122,7,2016-05-17,2020-02-16,Inactive,physical_shop
288,122,8,2020-02-16,,Active,online
289,123,6,2021-12-19,,Active,online
290,123,9,2021-12-31,,Active,physical_shop
291,124,5,2018-05-27,2020-12-15,Inactive,physical_shop
292,124,7,2018-09-27,2020-12-15,Inactive,physical_shop
293,124,1,2020-12-15,,Active,online
294,125,5,2016-09-07,2021-08-31,Inactive,online
295,125,7,2017-05-14,2021-08-31,Inactive,physical_shop
296,125,3,2021-08-31,,Active,online
297,125,9,2022-02-19,,Active,physical_shop
298,126,12,2014-12-29,2021-06-06,Inactive,physical_shop
299,126,7,2018-02-22,2021-06-06,Inactive,physical_shop
300,126,6,2021-06-06,,Active,online
301,126,10,2021-11-19,,Active,physical_shop
302,127,3,2022-01-27,,Active,online
303,128,8,2021-05-06,,Active,online
304,128,7,2021-11-30,,Active,physical_shop
305,129,5,2022-02-19,,Active,online
306,130,4,2012-08-08,2021-04-08,Inactive,online
307,130,8,2021-04-08,,Active,online
308,130,9,2021-04-24,,Active,physical_shop
309,131,3,2021-10-31,,Active,online
310,132,5,2017-01-01,2020-04-16,Inactive,physical_shop
311,132,8,2020-04-16,,Active,online
312,133,12,2014-02-12,,Active,physical_shop
313,133,7,2016-10-25,,Active,physical_shop
314,134,12,2020-07-25,,Active,physical_shop
315,134,7,2021-07-08,,Active,physical_shop
316,135,3,2020-11-27,,Active,physical_shop
317,135,9,2021-09-07,,Active,physical_shop
318,136,5,2013-10-10,2020-12-18,Inactive,physical_shop
319,136,7,2014-12-15,2020-12-18,Inactive,online
320,136,12,2020-12-18,,Active,online
321,136,7,2021-12-06,,Active,physical_shop
322,137,5,2014-06-20,2021-02-12,Inactive,physical_shop
323,137,1,2021-02-12,,Active,online
324,137,2,2021-09-22,,Active,physical_shop
325,138,4,2019-06-20,2021-02-12,Inactive,other
326,138,12,2021-02-12,,Active,online
327,139,5,2014-10-07,2020-01-16,Inactive,online
328,139,3,2020-01-16,,Active,other
329,140,1,2020-07-20,,Active,online
330,140,2,2021-11-22,,Active,online
331,141,4,2021-06-20,,Active,other
332,142,5,2018-03-10,2020-06-15,Inactive,physical_shop
333,142,10,2019-06-06,2020-06-15,Inactive,physical_shop
334,142,3,2020-06-15,,Active,online
335,143,5,2017-09-05,2020-10-17,Inactive,physical_shop
336,143,10,2019-07-01,2020-10-17,Inactive,online
337,143,4,2020-10-17,,Active,online
338,143,7,2020-12-13,,Active,other
339,144,1,2021-01-18,,Active,other
340,144,2,2021-11-01,,Active,online
341,145,4,2012-10-23,2020-01-12,Inactive,physical_shop
342,145,8,2020-01-12,,Active,online
343,145,10,2020-04-11,,Active,physical_shop
344,146,12,2022-01-17,,Active,online
345,146,10,2022-01-27,,Active,physical_shop
346,147,5,2018-10-19,2020-08-14,Inactive,online
347,147,7,2019-08-26,2020-08-14,Inactive,physical_shop
348,147,6,2020-08-14,,Active,online
349,148,5,2019-06-19,2020-09-27,Inactive,physical_shop
350,148,3,2020-09-27,,Active,online
351,148,2,2021-07-03,,Active,physical_shop
352,149,5,2013-12-01,2020-05-07,Inactive,physical_shop
353,149,8,2020-05-07,,Active,online
354,149,7,2021-04-26,,Active,online
355,150,12,2014-04-20,2021-07-22,Inactive,other
356,150,10,2019-01-04,2021-07-22,Inactive,other
357,150,1,2021-07-22,,Active,online
358,151,12,2021-01-24,,Active,physical_shop
359,151,10,2021-05-16,,Active,physical_shop
360,152,5,2012-10-17,,Active,physical_shop
361,152,7,2019-07-18,,Active,physical_shop
362,153,5,2018-08-12,2021-02-01,Inactive,physical_shop
363,153,10,2018-11-23,2021-02-01,Inactive,online
364,153,8,2021-02-01,,Active,online
365,153,7,2021-09-05,,Active,physical_shop
366,154,5,2013-11-02,2020-11-19,Inactive,physical_shop
367,154,7,2017-09-08,2020-11-19,Inactive,physical_shop
368,154,6,2020-11-19,,Active,online
369,155,12,2012-12-22,2021-10-29,Inactive,physical_shop
370,155,8,2021-10-29,,Active,physical_shop
371,156,5,2014-12-04,,Active,online
372,156,10,2018-07-16,,Active,physical_shop
373,157,5,2010-01-01,2021-06-14,Inactive,online
374,157,12,2021-06-14,,Active,online
375,158,5,2013-01-17,2020-12-31,Inactive,physical_shop
376,158,4,2020-12-31,,Active,online
377,159,8,2020-03-15,,Active,physical_shop
378,159,7,2021-11-22,,Active,physical_shop
379,160,4,2016-12-27,2020-11-24,Inactive,online
380,160,5,2020-11-24,,Active,online
381,161,5,2011-12-23,2021-09-30,Inactive,physical_shop
382,161,3,2021-09-30,,Active,online
383,162,12,2010-10-24,2020-02-13,Inactive,online
384,162,7,2015-09-27,2020-02-13,Inactive,online
385,162,6,2020-02-13,,Active,physical_shop
386,162,10,2020-12-11,,Active,physical_shop
387,163,12,2018-07-11,2022-02-04,Inactive,physical_shop
388,163,3,2022-02-04,,Active,online
389,163,2,2022-02-22,,Active,physical_shop
390,164,5,2018-02-04,,Active,physical_shop
391,165,5,2011-06-01,2021-07-30,Inactive,physical_shop
392,165,7,2013-08-07,2021-07-30,Inactive,online
393,165,12,2021-07-30,,Active,online
394,166,4,2012-06-06,2020-02-13,Inactive,physical_shop
395,166,3,2020-02-13,,Active,physical_shop
396,167,5,2011-09-01,2021-05-11,Inactive,online
397,167,8,2021-05-11,,Active,physical_shop
398,167,7,2021-10-04,,Active,online
399,168,4,2016-07-08,2021-11-02,Inactive,physical_shop
400,168,3,2021-11-02,,Active,other
401,169,5,2016-06-09,2020-03-27,Inactive,physical_shop
402,169,7,2017-10-31,2020-03-27,Inactive,physical_shop
403,169,3,2020-03-27,,Active,online
404,170,12,2015-03-14,,Active,physical_shop
405,170,7,2018-03-21,,Active,physical_shop
406,171,5,2021-01-30,,Active,other
407,172,12,2015-07-26,2022-03-02,Inactive,physical_shop
408,172,7,2016-08-15,2022-03-02,Inactive,other
409,172,8,2022-03-02,,Active,online
410,173,5,2010-09-30,2020-08-26,Inactive,physical_shop
411,173,8,2020-08-26,,Active,online
412,174,12,2013-04-17,,Active,online
413,175,5,2020-01-05,,Active,online
414,175,10,2020-03-30,,Active,physical_shop
415,176,5,2015-06-07,2020-11-01,Inactive,online
416,176,1,2020-11-01,,Active,other
417,177,5,2010-03-23,,Active,physical_shop
418,178,12,2019-07-26,2020-10-12,Inactive,physical_shop
419,178,6,2020-10-12,,Active,online
420,179,12,2017-02-23,2021-09-19,Inactive,physical_shop
421,179,6,2021-09-19,,Active,online
422,179,9,2022-01-26,,Active,physical_shop
423,180,5,2010-12-21,2020-07-09,Inactive,physical_shop
424,180,10,2012-10-10,2020-07-09,Inactive,physical_shop
425,180,8,2020-07-09,,Active,physical_shop
426,180,7,2021-09-20,,Active,online
427,181,12,2016-02-10,2021-07-13,Inactive,physical_shop
428,181,7,2018-11-02,2021-07-13,Inactive,physical_shop
429,181,6,2021-07-13,,Active,online
430,181,9,2021-08-04,,Active,physical_shop
431,182,4,2012-05-08,2020-04-24,Inactive,physical_shop
432,182,1,2020-04-24,,Active,online
433,183,4,2019-03-06,2021-09-16,Inactive,physical_shop
434,183,8,2021-09-16,,Active,online
435,184,5,2021-04-10,,Active,online
436,184,10,2021-11-02,,Active,physical_shop
437,185,12,2018-04-16,2020-04-30,Inactive,physical_shop
438,185,7,2018-09-20,2020-04-30,Inactive,physical_shop
439,185,8,2020-04-30,,Active,online
440,186,12,2012-06-10,2020-03-28,Inactive,other
441,186,1,2020-03-28,,Active,online
442,187,5,2020-02-26,,Active,online
443,187,7,2021-11-04,,Active,physical_shop
444,188,3,2021-01-20,,Active,online
445,189,4,2021-10-08,,Active,physical_shop
446,190,12,2011-12-08,2021-11-07,Inactive,online
447,190,5,2021-11-07,,Active,online
448,190,10,2022-01-17,,Active,online
449,191,12,2013-02-07,,Active,online
450,191,7,2019-10-30,,Active,other
451,192,5,2011-05-27,2020-05-10,Inactive,physical_shop
452,192,7,2018-09-07,2020-05-10,Inactive,physical_shop
453,192,8,2020-05-10,,Active,online
454,192,10,2020-08-24,,Active,physical_shop
455,193,12,2017-09-06,2022-01-03,Inactive,physical_shop
456,193,7,2017-09-24,2022-01-03,Inactive,physical_shop
457,193,1,2022-01-03,,Active,online
458,194,8,2021-03-24,,Active,physical_shop
459,194,10,2021-09-25,,Active,online
460,195,12,2013-10-27,2020-03-03,Inactive,physical_shop
461,195,7,2015-10-20,2020-03-03,Inactive,physical_shop
462,195,5,2020-03-03,,Active,online
463,195,7,2022-02-09,,Active,physical_shop
464,196,12,2016-02-17,,Active,other
465,196,7,2017-02-27,,Active,physical_shop
466,197,5,2010-10-07,,Active,physical_shop
467,197,10,2013-02-25,,Active,online
468,198,5,2012-12-14,2020-08-24,Inactive,physical_shop
469,198,10,2017-10-24,2020-08-24,Inactive,other
470,198,4,2020-08-24,,Active,online
471,198,10,2020-09-16,,Active,physical_shop
472,199,5,2011-12-04,2020-07-05,Inactive,online
473,199,6,2020-07-05,,Active,online
474,200,12,2014-04-14,2020-11-11,Inactive,physical_shop
475,200,7,2018-01-11,2020-11-11,Inactive,physical_shop
476,200,8,2020-11-11,,Active,online
477,201,12,2015-01-06,2022-02-02,Inactive,physical_shop
478,201,8,2022-02-02,,Active,online
479,201,7,2022-02-07,,Active,physical_shop
480,202,8,2022-03-02,,Active,online
481,202,10,2022-03-02,,Active,physical_shop
482,203,12,2010-06-08,,Active,physical_shop
483,204,5,2018-06-18,,Active,online
484,204,7,2019-03-12,,Active,online
485,205,5,2017-05-03,,Active,physical_shop
486,206,12,2011-01-28,2021-10-12,Inactive,physical_shop
487,206,6,2021-10-12,,Active,online
488,206,9,2022-02-26,,Active,physical_shop
489,207,5,2011-08-26,2022-02-09,Inactive,physical_shop
490,207,4,2022-02-09,,Active,online
491,207,10,2022-02-27,,Active,physical_shop
492,208,5,2014-12-25,2021-09-17,Inactive,physical_shop
493,208,10,2019-02-23,2021-09-17,Inactive,online
494,208,1,2021-09-17,,Active,physical_shop
495,208,7,2022-02-06,,Active,physical_shop
496,209,12,2020-11-14,,Active,physical_shop
497,209,10,2021-09-12,,Active,physical_shop
498,210,12,2013-12-10,2020-08-30,Inactive,online
499,210,7,2018-10-25,2020-08-30,Inactive,physical_shop
500,210,1,2020-08-30,,Active,online
501,210,2,2022-02-02,,Active,physical_shop
502,211,12,2016-05-23,2020-04-08,Inactive,physical_shop
503,211,1,2020-04-08,,Active,online
504,211,7,2020-04-09,,Active,physical_shop
505,212,1,2020-08-04,,Active,online
506,212,2,2020-08-29,,Active,physical_shop
507,213,12,2012-02-15,2021-12-23,Inactive,online
508,213,7,2012-05-16,2021-12-23,Inactive,online
509,213,6,2021-12-23,,Active,online
510,214,1,2021-10-28,,Active,other
511,215,5,2015-09-30,,Active,physical_shop
512,216,12,2013-07-27,2021-11-09,Inactive,physical_shop
513,216,3,2021-11-09,,Active,online
514,217,12,2014-10-27,,Active,online
515,217,7,2017-09-16,,Active,physical_shop
516,218,6,2021-12-09,,Active,online
517,219,4,2020-01-17,,Active,physical_shop
518,219,7,2020-11-25,,Active,physical_shop
519,220,4,2012-09-03,2020-06-06,Inactive,online
520,220,10,2016-01-29,2020-06-06,Inactive,physical_shop
521,220,6,2020-06-06,,Active,physical_shop
522,220,9,2021-10-12,,Active,physical_shop
523,221,4,2013-05-21,2021-11-11,Inactive,physical_shop
524,221,1,2021-11-11,,Active,online
525,221,7,2021-12-20,,Active,physical_shop
526,222,12,2014-10-31,2022-01-07,Inactive,online
527,222,5,2022-01-07,,Active,other
528,223,5,2021-12-13,,Active,online
529,224,6,2022-01-06,,Active,online
530,225,4,2012-06-25,2021-07-05,Inactive,physical_shop
531,225,7,2014-03-16,2021-07-05,Inactive,physical_shop
532,225,5,2021-07-05,,Active,online
533,226,12,2015-08-09,2022-01-09,Inactive,physical_shop
534,226,6,2022-01-09,,Active,online
535,227,5,2016-04-07,2020-04-10,Inactive,physical_shop
536,227,3,2020-04-10,,Active,online
537,227,7,2022-02-13,,Active,physical_shop
538,228,4,2014-02-10,2020-11-11,Inactive,physical_shop
539,228,10,2017-08-11,2020-11-11,Inactive,physical_shop
540,228,12,2020-11-11,,Active,other
541,229,5,2011-12-09,2020-02-05,Inactive,physical_shop
542,229,3,2020-02-05,,Active,online
543,229,7,2021-06-22,,Active,physical_shop
544,230,12,2016-08-29,2020-07-22,Inactive,physical_shop
545,230,7,2019-11-12,2020-07-22,Inactive,physical_shop
546,230,3,2020-07-22,,Active,online
547,230,2,2021-03-22,,Active,physical_shop
548,231,5,2011-08-01,2020-03-10,Inactive,online
549,231,8,2020-03-10,,Active,physical_shop
550,232,5,2014-11-22,2022-02-12,Inactive,physical_shop
551,232,10,2018-11-16,2022-02-12,Inactive,physical_shop
552,232,8,2022-02-12,,Active,online
553,232,9,2022-03-01,,Active,physical_shop
554,233,3,2021-06-13,,Active,online
555,234,12,2015-08-11,2021-08-28,Inactive,physical_shop
556,234,7,2018-07-11,2021-08-28,Inactive,physical_shop
557,234,6,2021-08-28,,Active,physical_shop
558,235,1,2020-03-25,,Active,online
559,236,5,2015-02-15,2021-11-02,Inactive,online
560,236,12,2021-11-02,,Active,physical_shop
561,236,7,2021-12-10,,Active,online
562,237,8,2020-11-17,,Active,online
563,237,7,2021-05-09,,Active,physical_shop
564,238,4,2014-03-07,2020-12-20,Inactive,physical_shop
565,238,1,2020-12-20,,Active,online
566,239,13,2020-01-24,,Active,physical_shop
567,239,10,2021-03-08,,Active,physical_shop
568,240,4,2018-06-12,2020-08-13,Inactive,physical_shop
569,240,1,2020-08-13,,Active,physical_shop
570,241,13,2016-06-27,2022-02-02,Inactive,physical_shop
571,241,4,2022-02-02,,Active,online
572,241,10,2022-02-12,,Active,online
573,242,5,2010-12-15,2020-03-31,Inactive,physical_shop
