payment_id,customer_id,payment_method,date,amount
132,2,card,2016-08-31,131292.7
133,2,card,2016-09-30,103584.8
134,2,card,2016-10-31,124223.0
135,2,card,2016-11-30,117155.5
136,2,card,2016-12-31,119777.9
137,2,card,2017-01-31,109824.0
138,2,card,2017-02-28,88719.4
139,2,card,2017-03-31,106081.8
140,2,card,2017-04-30,90503.6
141,2,card,2017-05-31,100360.7
142,2,card,2017-06-30,127800.2
143,2,card,2017-07-31,123334.2
144,2,card,2017-08-31,110346.5
145,2,card,2017-09-30,128863.9
146,2,card,2017-10-31,103416.5
147,2,card,2017-11-30,101831.4
148,2,card,2017-12-31,114603.5
149,2,card,2018-01-31,98741.5
150,2,card,2018-02-28,75664.6
151,2,card,2018-03-31,122210.0
152,2,card,2018-04-30,113125.1
153,2,card,2018-05-31,115709.0
154,2,card,2018-06-30,113656.4
155,2,card,2018-07-31,111159.4
156,2,card,2018-08-31,102017.3
157,2,card,2018-09-30,96878.1
158,2,card,2018-10-31,111261.7
159,2,card,2018-11-30,103481.4
160,2,card,2018-12-31,102954.5
161,2,card,2019-01-31,106046.6
162,2,card,2019-02-28,103712.4
163,2,card,2019-03-31,98150.8
164,2,card,2019-04-30,99977.9
165,2,card,2019-05-31,116395.4
166,2,card,2019-06-30,106830.9
167,2,card,2019-07-31,105591.2
168,2,card,2019-08-31,118906.7
169,2,card,2019-09-30,100929.4
170,2,card,2019-10-31,116581.3
171,2,card,2019-11-30,103055.7
172,2,card,2019-12-31,125248.2
173,2,card,2020-01-31,123252.8
174,2,card,2020-02-29,84661.5
175,2,card,2020-02-29,2036.1
176,2,card,2020-03-31,2270.4
177,2,card,2020-04-30,2290.2
178,2,card,2020-05-31,2359.5
179,2,card,2020-06-30,2376.0
180,2,card,2020-07-31,2306.7
181,2,card,2020-08-31,2366.1
182,2,card,2020-09-30,2234.1
183,2,card,2020-10-31,2376.0
184,2,card,2020-11-30,2409.0
185,2,card,2020-12-31,2240.7
186,2,card,2021-01-31,2316.6
187,2,card,2021-02-28,2184.6
188,2,card,2021-03-31,2303.4
189,2,card,2021-04-30,2399.1
190,2,card,2021-05-31,2237.4
191,2,card,2021-06-30,2323.2
192,2,card,2021-07-31,2359.5
193,2,card,2021-08-31,2280.3
194,2,card,2021-09-30,2296.8
195,2,card,2021-10-31,2303.4
196,2,card,2021-11-30,2220.9
197,2,card,2021-12-31,2293.5
198,2,card,2022-01-31,2379.3
199,2,card,2022-02-28,2283.6
200,2,card,2022-03-31,2016.3
201,3,card,2016-11-30,39288.7
202,3,card,2016-12-31,102672.9
203,3,card,2017-01-31,116943.2
204,3,card,2017-02-28,85797.8
205,3,card,2017-03-31,109169.5
206,3,card,2017-04-30,114492.4
207,3,card,2017-05-31,103705.8
208,3,card,2017-06-30,108119.0
209,3,card,2017-07-31,102477.1
210,3,card,2017-08-31,109058.4
211,3,card,2017-09-30,115091.9
212,3,card,2017-10-31,114407.7
213,3,card,2017-11-30,125198.7
214,3,card,2017-12-31,105325.0
215,3,card,2018-01-31,91392.4
216,3,card,2018-02-28,123917.2
217,3,card,2018-03-31,98734.9
218,3,card,2018-04-30,105022.5
219,3,card,2018-05-31,106579.0
220,3,card,2018-06-30,102558.5
221,3,card,2018-07-31,101995.3
222,3,card,2018-08-31,119412.7
223,3,card,2018-09-30,114094.2
224,3,card,2018-10-31,125460.5
225,3,card,2018-11-30,102961.1
226,3,card,2018-12-31,114197.6
227,3,card,2019-01-31,106867.2
228,3,card,2019-02-28,99468.6
229,3,card,2019-03-31,109375.2
230,3,card,2019-04-30,109336.7
231,3,card,2019-05-31,149784.8
232,3,card,2019-06-30,110546.7
233,3,card,2019-07-31,93524.2
234,3,card,2019-08-31,98477.5
235,3,card,2019-09-30,100981.1
236,3,card,2019-10-31,107916.6
237,3,card,2019-11-30,108878.0
238,3,card,2019-12-31,119117.9
239,3,card,2020-01-31,117634.0
240,3,card,2020-02-29,103501.2
241,3,card,2020-03-31,118187.3
242,3,card,2020-04-30,119156.4
243,3,card,2020-05-31,134609.2
244,3,card,2020-06-30,98932.9
245,3,card,2020-07-31,105941.0
246,3,card,2020-08-31,118490.9
247,3,card,2020-09-30,94765.0
248,3,card,2020-10-31,112229.7
249,3,card,2020-11-30,85170.8
250,3,card,2020-12-31,57530.0
251,3,card,2019-10-31,1100.0
252,3,card,2019-11-30,1100.0
253,3,card,2019-12-31,1100.0
254,3,card,2020-01-31,1100.0
255,3,card,2020-02-29,1100.0
256,3,card,2020-03-31,1100.0
257,3,card,2020-04-30,1100.0
258,3,card,2020-05-31,1100.0
259,3,card,2020-06-30,1100.0
260,3,card,2020-07-31,1100.0
261,3,card,2020-08-31,1100.0
262,3,card,2020-09-30,1100.0
263,3,card,2020-10-31,1100.0
264,3,card,2020-11-30,1100.0
265,3,card,2020-12-31,1100.0
266,3,card,2020-12-31,59431.9
267,3,card,2021-01-31,124418.8
268,3,card,2021-02-28,92055.7
269,3,card,2021-03-31,122196.8
270,3,card,2021-04-30,133959.1
271,3,card,2021-05-31,115805.8
272,3,card,2021-06-30,91821.4
273,3,card,2021-07-31,102874.2
274,3,card,2021-08-31,109486.3
275,3,card,2021-09-30,111755.6
276,3,card,2021-10-31,125037.0
277,3,card,2021-11-30,112486.0
278,3,card,2021-12-31,105716.6
279,3,card,2022-01-31,102839.0
280,3,card,2022-02-28,98370.8
281,3,card,2022-03-31,30825.3
282,4,['physical_store'],2021-10-31,2689.5
283,4,['terminal'],2021-11-30,3006.3
284,4,['terminal'],2021-12-31,2752.2
285,4,['terminal'],2022-01-31,2732.4
286,4,['terminal'],2022-02-28,2805.0
287,4,['gift_card'],2022-03-31,2112.0
288,5,['terminal'],2018-01-31,90886.4
289,5,['gift_card'],2018-02-28,98991.2
290,5,['gift_card'],2018-03-31,105648.4
291,5,['gift_card'],2018-04-30,86566.7
292,5,['terminal'],2018-05-31,109753.6
293,5,['physical_store'],2018-06-30,125197.6
294,5,['gift_card'],2018-07-31,121952.6
295,5,['gift_card'],2018-08-31,110721.6
296,5,['terminal'],2018-09-30,102324.2
297,5,['terminal'],2018-10-31,102982.0
298,5,['physical_store'],2018-11-30,121844.8
299,5,['physical_store'],2018-12-31,99729.3
300,5,['gift_card'],2019-01-31,96262.1
301,5,['terminal'],2019-02-28,120395.0
302,5,['gift_card'],2019-03-31,112693.9
303,5,['physical_store'],2019-04-30,101850.1
304,5,['physical_store'],2019-05-31,108563.4
305,5,['terminal'],2019-06-30,110404.8
306,5,['physical_store'],2019-07-31,107834.1
307,5,['terminal'],2019-08-31,104893.8
308,5,['physical_store'],2019-09-30,118517.3
309,5,['physical_store'],2019-10-31,132413.6
310,5,['physical_store'],2019-11-30,127820.0
311,5,['gift_card'],2019-12-31,100397.0
312,5,['terminal'],2020-01-31,108001.3
313,5,['gift_card'],2020-02-29,97374.2
314,5,['gift_card'],2020-03-31,108512.8
315,5,['gift_card'],2020-04-30,93142.5
316,5,['terminal'],2020-05-31,98084.8
317,5,['gift_card'],2020-06-30,98084.8
318,5,['terminal'],2020-07-31,106822.1
319,5,['terminal'],2020-08-31,119997.9
320,5,['terminal'],2020-09-30,94325.0
321,5,['physical_store'],2020-10-31,110644.6
322,5,['terminal'],2020-11-30,107411.7
323,5,['physical_store'],2020-12-31,117288.6
324,5,['terminal'],2021-01-31,114473.7
325,5,['gift_card'],2021-02-28,90934.8
326,5,['terminal'],2021-03-31,96272.0
327,5,['gift_card'],2021-04-30,95786.9
328,5,['physical_store'],2021-05-31,95530.6
329,5,['physical_store'],2021-06-30,120869.1
330,5,['physical_store'],2021-07-31,112489.3
331,5,['physical_store'],2021-08-31,124655.3
332,5,['terminal'],2021-09-30,128815.5
333,5,['terminal'],2021-10-31,123395.8
334,5,['terminal'],2021-11-30,123865.5
335,5,['physical_store'],2021-12-31,120006.7
336,5,['physical_store'],2022-01-31,74659.2
337,5,['physical_store'],2019-06-30,1100.0
338,5,['gift_card'],2019-07-31,1100.0
339,5,['terminal'],2019-08-31,1100.0
340,5,['terminal'],2019-09-30,1100.0
341,5,['gift_card'],2019-10-31,1100.0
342,5,['terminal'],2019-11-30,1100.0
343,5,['gift_card'],2019-12-31,1100.0
344,5,['gift_card'],2020-01-31,1100.0
345,5,['physical_store'],2020-02-29,1100.0
346,5,['physical_store'],2020-03-31,1100.0
347,5,['terminal'],2020-04-30,1100.0
348,5,['physical_store'],2020-05-31,1100.0
349,5,['gift_card'],2020-06-30,1100.0
350,5,['physical_store'],2020-07-31,1100.0
351,5,['gift_card'],2020-08-31,1100.0
352,5,['physical_store'],2020-09-30,1100.0
353,5,['terminal'],2020-10-31,1100.0
354,5,['physical_store'],2020-11-30,1100.0
355,5,['terminal'],2020-12-31,1100.0
356,5,['terminal'],2021-01-31,1100.0
357,5,['physical_store'],2021-02-28,1100.0
358,5,['gift_card'],2021-03-31,1100.0
359,5,['terminal'],2021-04-30,1100.0
360,5,['physical_store'],2021-05-31,1100.0
361,5,['physical_store'],2021-06-30,1100.0
362,5,['physical_store'],2021-07-31,1100.0
363,5,['gift_card'],2021-08-31,1100.0
364,5,['gift_card'],2021-09-30,1100.0
365,5,['terminal'],2021-10-31,1100.0
366,5,['physical_store'],2021-11-30,1100.0
367,5,['physical_store'],2021-12-31,1100.0
368,5,['gift_card'],2022-01-31,1100.0
369,5,['terminal'],2022-01-31,38786.0
370,5,['physical_store'],2022-02-28,107393.0
371,5,['terminal'],2022-03-31,16003.9
372,6,card,2020-11-30,69857.3
373,6,card,2020-12-31,112944.3
374,6,card,2021-01-31,104608.5
375,6,card,2021-02-28,112289.8
376,6,card,2021-03-31,121557.3
377,6,card,2021-04-30,88653.0
378,6,card,2021-05-31,91092.8
379,6,card,2021-06-30,111201.9
380,6,card,2021-07-31,109572.8
381,6,card,2021-08-31,99695.9
382,6,card,2021-09-30,89506.6
383,6,card,2021-10-31,107428.9
384,6,card,2021-11-30,100528.6
385,6,card,2021-12-31,107731.4
386,6,card,2022-01-31,116851.5
387,6,card,2022-02-28,96883.2
388,6,card,2022-03-31,25700.0
389,6,card,2021-10-31,1100.0
390,6,card,2021-11-30,1100.0
391,6,card,2021-12-31,1100.0
392,6,card,2022-01-31,1100.0
393,6,card,2022-02-28,1100.0
394,6,card,2022-03-31,1100.0
395,7,['gift_card'],2021-11-30,2230.8
396,7,['gift_card'],2021-12-31,2247.3
397,7,['gift_card'],2022-01-31,2359.5
398,7,['physical_store'],2022-02-28,2336.4
399,7,['terminal'],2022-03-31,2046.0
400,8,card,2015-12-31,72124.8
401,8,card,2016-01-31,95170.9
402,8,card,2016-02-29,114231.7
403,8,card,2016-03-31,108397.3
404,8,card,2016-04-30,112251.7
405,8,card,2016-05-31,143432.3
406,8,card,2016-06-30,111117.6
407,8,card,2016-07-31,106052.1
408,8,card,2016-08-31,124733.4
409,8,card,2016-09-30,90893.0
410,8,card,2016-10-31,118828.6
411,8,card,2016-11-30,90035.0
412,8,card,2016-12-31,102438.6
413,8,card,2017-01-31,109903.2
414,8,card,2017-02-28,98428.0
415,8,card,2017-03-31,108955.0
416,8,card,2017-04-30,120076.0
417,8,card,2017-05-31,125761.9
418,8,card,2017-06-30,113000.8
419,8,card,2017-07-31,104517.6
420,8,card,2017-08-31,110809.6
421,8,card,2017-09-30,123827.0
422,8,card,2017-10-31,116073.1
423,8,card,2017-11-30,92969.8
424,8,card,2017-12-31,112098.8
425,8,card,2018-01-31,128876.0
426,8,card,2018-02-28,90574.0
427,8,card,2018-03-31,113238.4
428,8,card,2018-04-30,97515.0
429,8,card,2018-05-31,102007.4
430,8,card,2018-06-30,98796.5
431,8,card,2018-07-31,138692.4
432,8,card,2018-08-31,110592.9
433,8,card,2018-09-30,107984.8
434,8,card,2018-10-31,120182.7
435,8,card,2018-11-30,113922.6
436,8,card,2018-12-31,95549.3
437,8,card,2019-01-31,106834.2
438,8,card,2019-02-28,94945.4
439,8,card,2019-03-31,114801.5
440,8,card,2019-04-30,97750.4
441,8,card,2019-05-31,111105.5
442,8,card,2019-06-30,100761.1
443,8,card,2019-07-31,100820.5
444,8,card,2019-08-31,114010.6
445,8,card,2019-09-30,104661.7
446,8,card,2019-10-31,103361.5
447,8,card,2019-11-30,104068.8
448,8,card,2019-12-31,110840.4
449,8,card,2020-01-31,102796.1
450,8,card,2020-02-29,117260.0
451,8,card,2020-03-31,125873.0
452,8,card,2020-04-30,117157.7
453,8,card,2020-05-31,117074.1
454,8,card,2020-06-30,113261.5
455,8,card,2020-07-31,110545.6
456,8,card,2020-08-31,117583.4
457,8,card,2020-09-30,101875.4
458,8,card,2020-10-31,90906.2
459,8,card,2020-11-30,89200.1
460,8,card,2020-12-31,121082.5
461,8,card,2021-01-31,12230.9
462,8,card,2019-08-31,1100.0
463,8,card,2019-09-30,1100.0
464,8,card,2019-10-31,1100.0
465,8,card,2019-11-30,1100.0
466,8,card,2019-12-31,1100.0
467,8,card,2020-01-31,1100.0
468,8,card,2020-02-29,1100.0
469,8,card,2020-03-31,1100.0
470,8,card,2020-04-30,1100.0
471,8,card,2020-05-31,1100.0
472,8,card,2020-06-30,1100.0
473,8,card,2020-07-31,1100.0
474,8,card,2020-08-31,1100.0
475,8,card,2020-09-30,1100.0
476,8,card,2020-10-31,1100.0
477,8,card,2020-11-30,1100.0
478,8,card,2020-12-31,1100.0
479,8,card,2021-01-31,1100.0
480,8,card,2021-01-31,99751.3
481,8,card,2021-02-28,99825.0
482,8,card,2021-03-31,101410.1
483,8,card,2021-04-30,104584.7
484,8,card,2021-05-31,115522.0
485,8,card,2021-06-30,103231.7
486,8,card,2021-07-31,124051.4
487,8,card,2021-08-31,127732.0
488,8,card,2021-09-30,105169.9
489,8,card,2021-10-31,85663.6
490,8,card,2021-11-30,99908.6
491,8,card,2021-12-31,107123.5
492,8,card,2022-01-31,140380.9
493,8,card,2022-02-28,105723.2
494,8,card,2022-03-31,29140.1
495,9,['gift_card'],2019-03-31,39488.9
496,9,['physical_store'],2019-04-30,163093.7
497,9,['terminal'],2019-05-31,162053.1
498,9,['terminal'],2019-06-30,170572.6
499,9,['terminal'],2019-07-31,195897.9
500,9,['terminal'],2019-08-31,167129.6
501,9,['physical_store'],2019-09-30,168020.6
502,9,['terminal'],2019-10-31,181683.7
503,9,['gift_card'],2019-11-30,164257.5
504,9,['terminal'],2019-12-31,201584.9
505,9,['physical_store'],2020-01-31,175917.5
506,9,['terminal'],2020-02-29,183497.6
507,9,['terminal'],2020-03-31,172970.6
508,9,['physical_store'],2020-04-30,169400.0
509,9,['gift_card'],2020-05-31,166156.1
510,9,['terminal'],2020-06-30,180813.6
511,9,['gift_card'],2020-07-31,158142.6
512,9,['physical_store'],2020-08-31,180285.6
513,9,['gift_card'],2020-09-30,174704.2
514,9,['physical_store'],2020-10-31,166998.7
515,9,['gift_card'],2020-11-30,164910.9
516,9,['physical_store'],2020-12-31,172034.5
517,9,['terminal'],2021-01-31,111678.6
518,9,['terminal'],2021-01-31,2204.4
519,9,['gift_card'],2021-02-28,2729.1
520,9,['gift_card'],2021-03-31,2880.9
521,9,['gift_card'],2021-04-30,2758.8
522,9,['gift_card'],2021-05-31,2887.5
523,9,['terminal'],2021-06-30,2801.7
524,9,['terminal'],2021-07-31,2745.6
525,9,['physical_store'],2021-08-31,2818.2
526,9,['physical_store'],2021-09-30,2851.2
527,9,['physical_store'],2021-10-31,3009.6
528,9,['terminal'],2021-11-30,2844.6
529,9,['terminal'],2021-12-31,2828.1
530,9,['physical_store'],2022-01-31,2795.1
531,9,['gift_card'],2022-02-28,2613.6
532,9,['gift_card'],2022-03-31,2128.5
533,10,card,2020-12-31,41039.9
534,10,card,2021-01-31,45519.1
535,10,card,2021-02-28,47353.9
536,10,card,2021-03-31,69603.6
537,10,card,2021-04-30,63923.2
538,10,card,2021-05-31,50395.4
539,10,card,2021-06-30,71797.0
540,10,card,2021-07-31,54232.2
541,10,card,2021-08-31,75851.6
542,10,card,2021-09-30,42297.2
543,10,card,2021-10-31,56562.0
544,10,card,2021-11-30,52037.7
545,10,card,2021-12-31,57085.6
546,10,card,2022-01-31,45156.1
547,10,card,2022-02-28,60131.5
548,10,card,2022-03-31,13124.1
549,11,card,2020-05-31,27577.0
550,11,card,2020-06-30,51528.4
551,11,card,2020-07-31,46923.8
552,11,card,2020-08-31,58687.2
553,11,card,2020-09-30,59945.6
554,11,card,2020-10-31,64856.0
555,11,card,2020-11-30,78874.4
556,11,card,2020-12-31,63096.0
557,11,card,2021-01-31,56101.1
558,11,card,2021-02-28,44018.7
559,11,card,2021-03-31,62232.5
560,11,card,2021-04-30,58785.1
561,11,card,2021-05-31,59019.4
562,11,card,2021-06-30,61673.7
563,11,card,2021-07-31,49589.1
564,11,card,2021-08-31,62593.3
565,11,card,2021-09-30,69599.2
566,11,card,2021-10-31,55509.3
567,11,card,2021-11-30,55973.5
568,11,card,2021-12-31,67034.0
569,11,card,2022-01-31,56996.5
570,11,card,2022-02-28,51748.4
571,11,card,2022-03-31,12948.1
572,11,card,2020-05-31,1100.0
573,11,card,2020-06-30,1100.0
574,11,card,2020-07-31,1100.0
575,11,card,2020-08-31,1100.0
576,11,card,2020-09-30,1100.0
577,11,card,2020-10-31,1100.0
578,11,card,2020-11-30,1100.0
579,11,card,2020-12-31,1100.0
580,11,card,2021-01-31,1100.0
581,11,card,2021-02-28,1100.0
582,11,card,2021-03-31,1100.0
583,11,card,2021-04-30,1100.0
584,11,card,2021-05-31,1100.0
585,11,card,2021-06-30,1100.0
586,11,card,2021-07-31,1100.0
587,11,card,2021-08-31,1100.0
588,11,card,2021-09-30,1100.0
589,11,card,2021-10-31,1100.0
590,11,card,2021-11-30,1100.0
591,11,card,2021-12-31,1100.0
592,11,card,2022-01-31,1100.0
593,11,card,2022-02-28,1100.0
594,11,card,2022-03-31,1100.0
595,12,card,2011-06-30,27178.8
596,12,card,2011-07-31,163609.6
597,12,card,2011-08-31,154128.7
598,12,card,2011-09-30,180224.0
599,12,card,2011-10-31,159932.3
600,12,card,2011-11-30,160334.9
601,12,card,2011-12-31,209303.6
602,12,card,2012-01-31,188819.4
603,12,card,2012-02-29,149184.2
604,12,card,2012-03-31,177502.6
605,12,card,2012-04-30,172797.9
606,12,card,2012-05-31,160030.2
607,12,card,2012-06-30,148335.0
608,12,card,2012-07-31,177668.7
609,12,card,2012-08-31,171716.6
610,12,card,2012-09-30,168210.9
611,12,card,2012-10-31,185150.9
612,12,card,2012-11-30,172870.5
613,12,card,2012-12-31,176094.6
614,12,card,2013-01-31,185846.1
615,12,card,2013-02-28,166567.5
616,12,card,2013-03-31,172117.0
617,12,card,2013-04-30,170931.2
618,12,card,2013-05-31,176243.1
619,12,card,2013-06-30,176154.0
620,12,card,2013-07-31,175873.5
621,12,card,2013-08-31,191288.9
622,12,card,2013-09-30,195159.8
623,12,card,2013-10-31,167341.9
624,12,card,2013-11-30,163534.8
625,12,card,2013-12-31,180095.3
626,12,card,2014-01-31,158337.3
627,12,card,2014-02-28,178486.0
628,12,card,2014-03-31,160504.3
629,12,card,2014-04-30,170847.6
630,12,card,2014-05-31,176686.4
631,12,card,2014-06-30,154394.9
632,12,card,2014-07-31,168038.2
633,12,card,2014-08-31,174100.3
634,12,card,2014-09-30,168064.6
635,12,card,2014-10-31,182899.2
636,12,card,2014-11-30,161775.9
637,12,card,2014-12-31,170759.6
638,12,card,2015-01-31,172003.7
639,12,card,2015-02-28,161099.4
640,12,card,2015-03-31,173705.4
641,12,card,2015-04-30,168913.8
642,12,card,2015-05-31,158667.3
643,12,card,2015-06-30,141640.4
644,12,card,2015-07-31,186520.4
645,12,card,2015-08-31,214798.1
646,12,card,2015-09-30,180974.2
647,12,card,2015-10-31,196139.9
648,12,card,2015-11-30,164915.3
649,12,card,2015-12-31,175444.5
650,12,card,2016-01-31,180266.9
651,12,card,2016-02-29,167565.2
652,12,card,2016-03-31,169834.5
653,12,card,2016-04-30,139836.4
654,12,card,2016-05-31,169558.4
655,12,card,2016-06-30,165309.1
656,12,card,2016-07-31,159062.2
657,12,card,2016-08-31,154859.1
658,12,card,2016-09-30,176242.0
659,12,card,2016-10-31,168701.5
660,12,card,2016-11-30,183212.7
661,12,card,2016-12-31,171974.0
662,12,card,2017-01-31,166032.9
663,12,card,2017-02-28,159910.3
664,12,card,2017-03-31,168758.7
665,12,card,2017-04-30,182933.3
666,12,card,2017-05-31,193540.6
667,12,card,2017-06-30,187899.8
668,12,card,2017-07-31,155136.3
669,12,card,2017-08-31,175716.2
670,12,card,2017-09-30,171622.0
671,12,card,2017-10-31,165864.6
672,12,card,2017-11-30,165754.6
673,12,card,2017-12-31,184940.8
674,12,card,2018-01-31,188678.6
675,12,card,2018-02-28,162391.9
676,12,card,2018-03-31,186870.2
677,12,card,2018-04-30,152739.4
678,12,card,2018-05-31,152516.1
679,12,card,2018-06-30,160581.3
680,12,card,2018-07-31,171058.8
681,12,card,2018-08-31,188136.3
682,12,card,2018-09-30,157696.0
683,12,card,2018-10-31,172412.9
684,12,card,2018-11-30,163597.5
685,12,card,2018-12-31,185959.4
686,12,card,2019-01-31,168179.0
687,12,card,2019-02-28,136643.1
688,12,card,2019-03-31,181832.2
689,12,card,2019-04-30,189817.1
690,12,card,2019-05-31,201082.2
691,12,card,2019-06-30,162518.4
692,12,card,2019-07-31,172684.6
693,12,card,2019-08-31,176575.3
694,12,card,2019-09-30,160707.8
695,12,card,2019-10-31,146568.4
696,12,card,2019-11-30,155442.1
697,12,card,2019-12-31,178157.1
698,12,card,2020-01-31,159337.2
699,12,card,2020-02-29,169009.5
700,12,card,2020-03-31,159363.6
701,12,card,2020-04-30,167656.5
702,12,card,2020-05-31,177578.5
703,12,card,2020-06-30,165211.2
704,12,card,2020-07-31,178087.8
705,12,card,2020-08-31,173539.3
706,12,card,2020-09-30,187399.3
707,12,card,2020-10-31,165181.5
708,12,card,2020-11-30,161558.1
709,12,card,2020-12-31,160171.0
710,12,card,2021-01-31,167599.3
711,12,card,2021-02-28,169171.2
712,12,card,2021-03-31,158793.8
713,12,card,2021-04-30,169332.9
714,12,card,2021-05-31,164282.8
715,12,card,2021-06-30,194634.0
716,12,card,2021-07-31,188262.8
717,12,card,2021-08-31,176124.3
718,12,card,2021-09-30,162345.7
719,12,card,2021-10-31,164078.2
720,12,card,2021-11-30,176607.2
721,12,card,2021-12-31,171266.7
722,12,card,2022-01-31,56871.1
723,12,card,2016-02-29,1100.0
724,12,card,2016-03-31,1100.0
725,12,card,2016-04-30,1100.0
726,12,card,2016-05-31,1100.0
727,12,card,2016-06-30,1100.0
728,12,card,2016-07-31,1100.0
729,12,card,2016-08-31,1100.0
730,12,card,2016-09-30,1100.0
731,12,card,2016-10-31,1100.0
732,12,card,2016-11-30,1100.0
733,12,card,2016-12-31,1100.0
734,12,card,2017-01-31,1100.0
735,12,card,2017-02-28,1100.0
736,12,card,2017-03-31,1100.0
737,12,card,2017-04-30,1100.0
738,12,card,2017-05-31,1100.0
739,12,card,2017-06-30,1100.0
740,12,card,2017-07-31,1100.0
