charge_id,business_product_instance_id,charge_counter,date,cost,event_type
184,4,429.0,2020-11-30,2409.0,recurrent
185,4,260.7,2020-12-31,2240.7,recurrent
186,4,336.6,2021-01-31,2316.6,recurrent
187,4,204.6,2021-02-28,2184.6,recurrent
188,4,323.4,2021-03-31,2303.4,recurrent
189,4,419.1,2021-04-30,2399.1,recurrent
190,4,257.4,2021-05-31,2237.4,recurrent
191,4,343.2,2021-06-30,2323.2,recurrent
192,4,379.5,2021-07-31,2359.5,recurrent
193,4,300.3,2021-08-31,2280.3,recurrent
194,4,316.8,2021-09-30,2296.8,recurrent
195,4,323.4,2021-10-31,2303.4,recurrent
196,4,240.9,2021-11-30,2220.9,recurrent
197,4,313.5,2021-12-31,2293.5,recurrent
198,4,399.3,2022-01-31,2379.3,recurrent
199,4,303.6,2022-02-28,2283.6,recurrent
200,4,36.3,2022-03-31,2016.3,recurrent
201,5,32083.7,2016-11-30,39288.7,recurrent
202,5,95467.9,2016-12-31,102672.9,recurrent
203,5,109738.2,2017-01-31,116943.2,recurrent
204,5,78592.8,2017-02-28,85797.8,recurrent
205,5,101964.5,2017-03-31,109169.5,recurrent
206,5,107287.4,2017-04-30,114492.4,recurrent
207,5,96500.8,2017-05-31,103705.8,recurrent
208,5,100914.0,2017-06-30,108119.0,recurrent
209,5,95272.1,2017-07-31,102477.1,recurrent
210,5,101853.4,2017-08-31,109058.4,recurrent
211,5,107886.9,2017-09-30,115091.9,recurrent
212,5,107202.7,2017-10-31,114407.7,recurrent
213,5,117993.7,2017-11-30,125198.7,recurrent
214,5,98120.0,2017-12-31,105325.0,recurrent
215,5,84187.4,2018-01-31,91392.4,recurrent
216,5,116712.2,2018-02-28,123917.2,recurrent
217,5,91529.9,2018-03-31,98734.9,recurrent
218,5,97817.5,2018-04-30,105022.5,recurrent
219,5,99374.0,2018-05-31,106579.0,recurrent
220,5,95353.5,2018-06-30,102558.5,recurrent
221,5,94790.3,2018-07-31,101995.3,recurrent
222,5,112207.7,2018-08-31,119412.7,recurrent
223,5,106889.2,2018-09-30,114094.2,recurrent
224,5,118255.5,2018-10-31,125460.5,recurrent
225,5,95756.1,2018-11-30,102961.1,recurrent
226,5,106992.6,2018-12-31,114197.6,recurrent
227,5,99662.2,2019-01-31,106867.2,recurrent
228,5,92263.6,2019-02-28,99468.6,recurrent
229,5,102170.2,2019-03-31,109375.2,recurrent
230,5,102131.7,2019-04-30,109336.7,recurrent
231,5,142579.8,2019-05-31,149784.8,recurrent
232,5,103341.7,2019-06-30,110546.7,recurrent
233,5,86319.2,2019-07-31,93524.2,recurrent
234,5,91272.5,2019-08-31,98477.5,recurrent
235,5,93776.1,2019-09-30,100981.1,recurrent
236,5,100711.6,2019-10-31,107916.6,recurrent
237,5,101673.0,2019-11-30,108878.0,recurrent
238,5,111912.9,2019-12-31,119117.9,recurrent
239,5,110429.0,2020-01-31,117634.0,recurrent
240,5,96296.2,2020-02-29,103501.2,recurrent
241,5,110982.3,2020-03-31,118187.3,recurrent
242,5,111951.4,2020-04-30,119156.4,recurrent
243,5,127404.2,2020-05-31,134609.2,recurrent
244,5,91727.9,2020-06-30,98932.9,recurrent
245,5,98736.0,2020-07-31,105941.0,recurrent
246,5,111285.9,2020-08-31,118490.9,recurrent
247,5,87560.0,2020-09-30,94765.0,recurrent
248,5,105024.7,2020-10-31,112229.7,recurrent
249,5,77965.8,2020-11-30,85170.8,recurrent
250,5,50325.0,2020-12-31,57530.0,recurrent
251,6,0.0,2019-10-31,1100.0,recurrent
252,6,0.0,2019-11-30,1100.0,recurrent
253,6,0.0,2019-12-31,1100.0,recurrent
254,6,0.0,2020-01-31,1100.0,recurrent
255,6,0.0,2020-02-29,1100.0,recurrent
256,6,0.0,2020-03-31,1100.0,recurrent
257,6,0.0,2020-04-30,1100.0,recurrent
258,6,0.0,2020-05-31,1100.0,recurrent
259,6,0.0,2020-06-30,1100.0,recurrent
260,6,0.0,2020-07-31,1100.0,recurrent
261,6,0.0,2020-08-31,1100.0,recurrent
262,6,0.0,2020-09-30,1100.0,recurrent
263,6,0.0,2020-10-31,1100.0,recurrent
264,6,0.0,2020-11-30,1100.0,recurrent
265,6,0.0,2020-12-31,1100.0,recurrent
266,7,52666.9,2020-12-31,59431.9,recurrent
267,7,117653.8,2021-01-31,124418.8,recurrent
268,7,85290.7,2021-02-28,92055.7,recurrent
269,7,115431.8,2021-03-31,122196.8,recurrent
270,7,127194.1,2021-04-30,133959.1,recurrent
271,7,109040.8,2021-05-31,115805.8,recurrent
272,7,85056.4,2021-06-30,91821.4,recurrent
273,7,96109.2,2021-07-31,102874.2,recurrent
274,7,102721.3,2021-08-31,109486.3,recurrent
275,7,104990.6,2021-09-30,111755.6,recurrent
276,7,118272.0,2021-10-31,125037.0,recurrent
277,7,105721.0,2021-11-30,112486.0,recurrent
278,7,98951.6,2021-12-31,105716.6,recurrent
279,7,96074.0,2022-01-31,102839.0,recurrent
280,7,91605.8,2022-02-28,98370.8,recurrent
281,7,24060.3,2022-03-31,30825.3,recurrent
282,8,709.5,2021-10-31,2689.5,recurrent
283,8,1026.3,2021-11-30,3006.3,recurrent
284,8,772.2,2021-12-31,2752.2,recurrent
285,8,752.4,2022-01-31,2732.4,recurrent
286,8,825.0,2022-02-28,2805.0,recurrent
287,8,132.0,2022-03-31,2112.0,recurrent
288,9,84121.4,2018-01-31,90886.4,recurrent
289,9,92226.2,2018-02-28,98991.2,recurrent
290,9,98883.4,2018-03-31,105648.4,recurrent
291,9,79801.7,2018-04-30,86566.7,recurrent
292,9,102988.6,2018-05-31,109753.6,recurrent
293,9,118432.6,2018-06-30,125197.6,recurrent
294,9,115187.6,2018-07-31,121952.6,recurrent
295,9,103956.6,2018-08-31,110721.6,recurrent
296,9,95559.2,2018-09-30,102324.2,recurrent
297,9,96217.0,2018-10-31,102982.0,recurrent
298,9,115079.8,2018-11-30,121844.8,recurrent
299,9,92964.3,2018-12-31,99729.3,recurrent
300,9,89497.1,2019-01-31,96262.1,recurrent
301,9,113630.0,2019-02-28,120395.0,recurrent
302,9,105928.9,2019-03-31,112693.9,recurrent
303,9,95085.1,2019-04-30,101850.1,recurrent
304,9,101798.4,2019-05-31,108563.4,recurrent
305,9,103639.8,2019-06-30,110404.8,recurrent
306,9,101069.1,2019-07-31,107834.1,recurrent
307,9,98128.8,2019-08-31,104893.8,recurrent
308,9,111752.3,2019-09-30,118517.3,recurrent
309,9,125648.6,2019-10-31,132413.6,recurrent
310,9,121055.0,2019-11-30,127820.0,recurrent
311,9,93632.0,2019-12-31,100397.0,recurrent
312,9,101236.3,2020-01-31,108001.3,recurrent
313,9,90609.2,2020-02-29,97374.2,recurrent
314,9,101747.8,2020-03-31,108512.8,recurrent
315,9,86377.5,2020-04-30,93142.5,recurrent
316,9,91319.8,2020-05-31,98084.8,recurrent
317,9,91319.8,2020-06-30,98084.8,recurrent
318,9,100057.1,2020-07-31,106822.1,recurrent
319,9,113232.9,2020-08-31,119997.9,recurrent
320,9,87560.0,2020-09-30,94325.0,recurrent
321,9,103879.6,2020-10-31,110644.6,recurrent
322,9,100646.7,2020-11-30,107411.7,recurrent
323,9,110523.6,2020-12-31,117288.6,recurrent
324,9,107708.7,2021-01-31,114473.7,recurrent
325,9,84169.8,2021-02-28,90934.8,recurrent
326,9,89507.0,2021-03-31,96272.0,recurrent
327,9,89021.9,2021-04-30,95786.9,recurrent
328,9,88765.6,2021-05-31,95530.6,recurrent
329,9,114104.1,2021-06-30,120869.1,recurrent
330,9,105724.3,2021-07-31,112489.3,recurrent
331,9,117890.3,2021-08-31,124655.3,recurrent
332,9,122050.5,2021-09-30,128815.5,recurrent
333,9,116630.8,2021-10-31,123395.8,recurrent
334,9,117100.5,2021-11-30,123865.5,recurrent
335,9,113241.7,2021-12-31,120006.7,recurrent
336,9,67894.2,2022-01-31,74659.2,recurrent
337,10,0.0,2019-06-30,1100.0,recurrent
338,10,0.0,2019-07-31,1100.0,recurrent
339,10,0.0,2019-08-31,1100.0,recurrent
340,10,0.0,2019-09-30,1100.0,recurrent
341,10,0.0,2019-10-31,1100.0,recurrent
342,10,0.0,2019-11-30,1100.0,recurrent
343,10,0.0,2019-12-31,1100.0,recurrent
344,10,0.0,2020-01-31,1100.0,recurrent
345,10,0.0,2020-02-29,1100.0,recurrent
346,10,0.0,2020-03-31,1100.0,recurrent
347,10,0.0,2020-04-30,1100.0,recurrent
348,10,0.0,2020-05-31,1100.0,recurrent
349,10,0.0,2020-06-30,1100.0,recurrent
350,10,0.0,2020-07-31,1100.0,recurrent
351,10,0.0,2020-08-31,1100.0,recurrent
352,10,0.0,2020-09-30,1100.0,recurrent
353,10,0.0,2020-10-31,1100.0,recurrent
354,10,0.0,2020-11-30,1100.0,recurrent
355,10,0.0,2020-12-31,1100.0,recurrent
356,10,0.0,2021-01-31,1100.0,recurrent
357,10,0.0,2021-02-28,1100.0,recurrent
358,10,0.0,2021-03-31,1100.0,recurrent
359,10,0.0,2021-04-30,1100.0,recurrent
360,10,0.0,2021-05-31,1100.0,recurrent
361,10,0.0,2021-06-30,1100.0,recurrent
362,10,0.0,2021-07-31,1100.0,recurrent
363,10,0.0,2021-08-31,1100.0,recurrent
364,10,0.0,2021-09-30,1100.0,recurrent
365,10,0.0,2021-10-31,1100.0,recurrent
366,10,0.0,2021-11-30,1100.0,recurrent
367,10,0.0,2021-12-31,1100.0,recurrent
368,10,0.0,2022-01-31,1100.0,recurrent
369,11,36806.0,2022-01-31,38786.0,recurrent
370,11,105413.0,2022-02-28,107393.0,recurrent
371,11,14023.9,2022-03-31,16003.9,recurrent
372,12,68357.3,2020-11-30,69857.3,recurrent
373,12,111444.3,2020-12-31,112944.3,recurrent
374,12,103108.5,2021-01-31,104608.5,recurrent
375,12,110789.8,2021-02-28,112289.8,recurrent
376,12,120057.3,2021-03-31,121557.3,recurrent
377,12,87153.0,2021-04-30,88653.0,recurrent
378,12,89592.8,2021-05-31,91092.8,recurrent
379,12,109701.9,2021-06-30,111201.9,recurrent
380,12,108072.8,2021-07-31,109572.8,recurrent
381,12,98195.9,2021-08-31,99695.9,recurrent
382,12,88006.6,2021-09-30,89506.6,recurrent
383,12,105928.9,2021-10-31,107428.9,recurrent
384,12,99028.6,2021-11-30,100528.6,recurrent
385,12,106231.4,2021-12-31,107731.4,recurrent
386,12,115351.5,2022-01-31,116851.5,recurrent
387,12,95383.2,2022-02-28,96883.2,recurrent
388,12,24200.0,2022-03-31,25700.0,recurrent
389,13,0.0,2021-10-31,1100.0,recurrent
390,13,0.0,2021-11-30,1100.0,recurrent
391,13,0.0,2021-12-31,1100.0,recurrent
392,13,0.0,2022-01-31,1100.0,recurrent
393,13,0.0,2022-02-28,1100.0,recurrent
394,13,0.0,2022-03-31,1100.0,recurrent
395,14,250.79999999999998,2021-11-30,2230.8,recurrent
396,14,267.3,2021-12-31,2247.3,recurrent
397,14,379.5,2022-01-31,2359.5,recurrent
398,14,356.4,2022-02-28,2336.4,recurrent
399,14,66.0,2022-03-31,2046.0,recurrent
400,15,65359.8,2015-12-31,72124.8,recurrent
401,15,88405.9,2016-01-31,95170.9,recurrent
402,15,107466.7,2016-02-29,114231.7,recurrent
403,15,101632.3,2016-03-31,108397.3,recurrent
404,15,105486.7,2016-04-30,112251.7,recurrent
405,15,136667.3,2016-05-31,143432.3,recurrent
406,15,104352.6,2016-06-30,111117.6,recurrent
407,15,99287.1,2016-07-31,106052.1,recurrent
408,15,117968.4,2016-08-31,124733.4,recurrent
409,15,84128.0,2016-09-30,90893.0,recurrent
410,15,112063.6,2016-10-31,118828.6,recurrent
411,15,83270.0,2016-11-30,90035.0,recurrent
412,15,95673.6,2016-12-31,102438.6,recurrent
413,15,103138.2,2017-01-31,109903.2,recurrent
414,15,91663.0,2017-02-28,98428.0,recurrent
415,15,102190.0,2017-03-31,108955.0,recurrent
416,15,113311.0,2017-04-30,120076.0,recurrent
417,15,118996.9,2017-05-31,125761.9,recurrent
418,15,106235.8,2017-06-30,113000.8,recurrent
419,15,97752.6,2017-07-31,104517.6,recurrent
420,15,104044.6,2017-08-31,110809.6,recurrent
421,15,117062.0,2017-09-30,123827.0,recurrent
422,15,109308.1,2017-10-31,116073.1,recurrent
423,15,86204.8,2017-11-30,92969.8,recurrent
424,15,105333.8,2017-12-31,112098.8,recurrent
425,15,122111.0,2018-01-31,128876.0,recurrent
426,15,83809.0,2018-02-28,90574.0,recurrent
427,15,106473.4,2018-03-31,113238.4,recurrent
428,15,90750.0,2018-04-30,97515.0,recurrent
429,15,95242.4,2018-05-31,102007.4,recurrent
430,15,92031.5,2018-06-30,98796.5,recurrent
431,15,131927.4,2018-07-31,138692.4,recurrent
432,15,103827.9,2018-08-31,110592.9,recurrent
433,15,101219.8,2018-09-30,107984.8,recurrent
434,15,113417.7,2018-10-31,120182.7,recurrent
435,15,107157.6,2018-11-30,113922.6,recurrent
436,15,88784.3,2018-12-31,95549.3,recurrent
437,15,100069.2,2019-01-31,106834.2,recurrent
438,15,88180.4,2019-02-28,94945.4,recurrent
439,15,108036.5,2019-03-31,114801.5,recurrent
440,15,90985.4,2019-04-30,97750.4,recurrent
441,15,104340.5,2019-05-31,111105.5,recurrent
442,15,93996.1,2019-06-30,100761.1,recurrent
443,15,94055.5,2019-07-31,100820.5,recurrent
444,15,107245.6,2019-08-31,114010.6,recurrent
445,15,97896.7,2019-09-30,104661.7,recurrent
446,15,96596.5,2019-10-31,103361.5,recurrent
447,15,97303.8,2019-11-30,104068.8,recurrent
448,15,104075.4,2019-12-31,110840.4,recurrent
449,15,96031.1,2020-01-31,102796.1,recurrent
450,15,110495.0,2020-02-29,117260.0,recurrent
451,15,119108.0,2020-03-31,125873.0,recurrent
452,15,110392.7,2020-04-30,117157.7,recurrent
453,15,110309.1,2020-05-31,117074.1,recurrent
454,15,106496.5,2020-06-30,113261.5,recurrent
455,15,103780.6,2020-07-31,110545.6,recurrent
456,15,110818.4,2020-08-31,117583.4,recurrent
457,15,95110.4,2020-09-30,101875.4,recurrent
458,15,84141.2,2020-10-31,90906.2,recurrent
459,15,82435.1,2020-11-30,89200.1,recurrent
460,15,114317.5,2020-12-31,121082.5,recurrent
461,15,5465.9,2021-01-31,12230.9,recurrent
462,16,0.0,2019-08-31,1100.0,recurrent
463,16,0.0,2019-09-30,1100.0,recurrent
464,16,0.0,2019-10-31,1100.0,recurrent
465,16,0.0,2019-11-30,1100.0,recurrent
466,16,0.0,2019-12-31,1100.0,recurrent
467,16,0.0,2020-01-31,1100.0,recurrent
468,16,0.0,2020-02-29,1100.0,recurrent
469,16,0.0,2020-03-31,1100.0,recurrent
470,16,0.0,2020-04-30,1100.0,recurrent
471,16,0.0,2020-05-31,1100.0,recurrent
472,16,0.0,2020-06-30,1100.0,recurrent
473,16,0.0,2020-07-31,1100.0,recurrent
474,16,0.0,2020-08-31,1100.0,recurrent
475,16,0.0,2020-09-30,1100.0,recurrent
476,16,0.0,2020-10-31,1100.0,recurrent
477,16,0.0,2020-11-30,1100.0,recurrent
478,16,0.0,2020-12-31,1100.0,recurrent
479,16,0.0,2021-01-31,1100.0,recurrent
480,17,92546.3,2021-01-31,99751.3,recurrent
481,17,92620.0,2021-02-28,99825.0,recurrent
482,17,94205.1,2021-03-31,101410.1,recurrent
483,17,97379.7,2021-04-30,104584.7,recurrent
484,17,108317.0,2021-05-31,115522.0,recurrent
485,17,96026.7,2021-06-30,103231.7,recurrent
486,17,116846.4,2021-07-31,124051.4,recurrent
487,17,120527.0,2021-08-31,127732.0,recurrent
488,17,97964.9,2021-09-30,105169.9,recurrent
489,17,78458.6,2021-10-31,85663.6,recurrent
490,17,92703.6,2021-11-30,99908.6,recurrent
491,17,99918.5,2021-12-31,107123.5,recurrent
492,17,133175.9,2022-01-31,140380.9,recurrent
493,17,98518.2,2022-02-28,105723.2,recurrent
494,17,21935.1,2022-03-31,29140.1,recurrent
495,18,32283.9,2019-03-31,39488.9,recurrent
496,18,155888.7,2019-04-30,163093.7,recurrent
497,18,154848.1,2019-05-31,162053.1,recurrent
498,18,163367.6,2019-06-30,170572.6,recurrent
499,18,188692.9,2019-07-31,195897.9,recurrent
500,18,159924.6,2019-08-31,167129.6,recurrent
501,18,160815.6,2019-09-30,168020.6,recurrent
502,18,174478.7,2019-10-31,181683.7,recurrent
503,18,157052.5,2019-11-30,164257.5,recurrent
504,18,194379.9,2019-12-31,201584.9,recurrent
505,18,168712.5,2020-01-31,175917.5,recurrent
506,18,176292.6,2020-02-29,183497.6,recurrent
507,18,165765.6,2020-03-31,172970.6,recurrent
508,18,162195.0,2020-04-30,169400.0,recurrent
509,18,158951.1,2020-05-31,166156.1,recurrent
510,18,173608.6,2020-06-30,180813.6,recurrent
511,18,150937.6,2020-07-31,158142.6,recurrent
512,18,173080.6,2020-08-31,180285.6,recurrent
513,18,167499.2,2020-09-30,174704.2,recurrent
514,18,159793.7,2020-10-31,166998.7,recurrent
515,18,157705.9,2020-11-30,164910.9,recurrent
516,18,164829.5,2020-12-31,172034.5,recurrent
517,18,104473.6,2021-01-31,111678.6,recurrent
518,19,224.4,2021-01-31,2204.4,recurrent
519,19,749.1,2021-02-28,2729.1,recurrent
520,19,900.9,2021-03-31,2880.9,recurrent
521,19,778.8,2021-04-30,2758.8,recurrent
522,19,907.5,2021-05-31,2887.5,recurrent
523,19,821.7,2021-06-30,2801.7,recurrent
524,19,765.6,2021-07-31,2745.6,recurrent
525,19,838.2,2021-08-31,2818.2,recurrent
526,19,871.2,2021-09-30,2851.2,recurrent
527,19,1029.6,2021-10-31,3009.6,recurrent
528,19,864.6,2021-11-30,2844.6,recurrent
529,19,848.1,2021-12-31,2828.1,recurrent
530,19,815.1,2022-01-31,2795.1,recurrent
531,19,633.6,2022-02-28,2613.6,recurrent
532,19,148.5,2022-03-31,2128.5,recurrent
533,20,34274.9,2020-12-31,41039.9,recurrent
534,20,38754.1,2021-01-31,45519.1,recurrent
535,20,40588.9,2021-02-28,47353.9,recurrent
536,20,62838.6,2021-03-31,69603.6,recurrent
537,20,57158.2,2021-04-30,63923.2,recurrent
538,20,43630.4,2021-05-31,50395.4,recurrent
539,20,65032.0,2021-06-30,71797.0,recurrent
540,20,47467.2,2021-07-31,54232.2,recurrent
